Benchmark                                    (impl)   (payloadType)  (percentageRangeKeys)  (seed)  (size)  (workload)    Mode     Cnt        Score      Error  Units
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      50    CONTAINS  sample  756958       49.358 ±    0.952  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      50        COPY  sample  561004      622.517 ±   29.134  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505      50     ITERATE  sample  724569      452.730 ±    1.606  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     100    POPULATE  sample  681768     1904.249 ±   32.436  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     100    CONTAINS  sample  693192       55.962 ±    1.044  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     100        COPY  sample  493254     1361.032 ±   42.965  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     100     ITERATE  sample  663281      967.852 ±    1.908  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     500    POPULATE  sample  563933    17808.174 ±   81.897  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     500    CONTAINS  sample  442964       51.373 ±    1.341  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     500        COPY  sample  475720     5428.913 ±   68.916  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505     500     ITERATE  sample  568902     4414.927 ±    2.644  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    1000    POPULATE  sample  234135    43206.437 ±  227.179  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    1000    CONTAINS  sample  797376       52.525 ±    0.928  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    1000        COPY  sample  389365    13058.567 ±  100.658  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    1000     ITERATE  sample  533196     9387.600 ±    3.591  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    5000    POPULATE  sample   66450   300680.410 ±  952.746  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    5000    CONTAINS  sample  520550       74.481 ±    1.601  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    5000        COPY  sample  159846   125004.502 ±  401.245  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505    5000     ITERATE  sample  331164    60321.637 ±   13.039  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505   10000    POPULATE  sample   32131   621881.979 ± 2066.576  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505   10000    CONTAINS  sample  474977       86.721 ±    3.450  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505   10000        COPY  sample   71257   280368.950 ±  918.947  ns/op
JDKMapBench.bench                JDKGDXDSFIBIN2_HASH  STRING_UNIFORM                    100  467505   10000     ITERATE  sample  160052   124860.176 ±   23.444  ns/op
